title,url,img,score,rank,popularity,watching,completed,on_hold,dropped,plan_to_watch,members,favorites,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,Source,genres,demographic,duration,rating
Shiguang Dailiren,https://myanimelist.net/anime/44074/Shiguang_Dailiren,https://cdn.myanimelist.net/images/anime/1135/114867.jpg,8.721,56,550,46626,209610,13626,8624,184607,463093,14452,ONA,11,Finished Airing,"Apr 30, 2021 to Jul 9, 2021",,,"bilibili, BeDream",Funimation,LAN Studio,Original,"Drama, Mystery, Suspense",,23 min. per ep.,PG-13 - Teens 13 or older
86 Part 2,https://myanimelist.net/anime/48569/86_Part_2,https://cdn.myanimelist.net/images/anime/1321/117508.jpg,8.721,57,398,54889,424089,13467,9238,114266,615949,17966,TV,12,Finished Airing,"Oct 3, 2021 to Mar 19, 2022",Fall 2021,Sundays at 00,"Aniplex, Kadokawa, Bandai Spirits","None found, add some",A-1 Pictures,Light novel,"Drama, Sci-Fi",,23 min. per ep.,R - 17+ (violence & profanity)
Hibike! Euphonium 3,https://myanimelist.net/anime/39894/Hibike_Euphonium_3,https://cdn.myanimelist.net/images/anime/1216/142086.jpg,8.721,58,2434,9353,40221,1544,968,41245,93331,1954,TV,13,Finished Airing,"Apr 7, 2024 to Jun 30, 2024",Spring 2024,Sundays at 17,"Lantis, Pony Canyon, Rakuonsha, ABC Animation, Heart Company, Bandai Namco Music Live","None found, add some",Kyoto Animation,Novel,,,24 min. per ep.,PG-13 - Teens 13 or older
Boku no Kokoro no Yabai Yatsu 2nd Season,https://myanimelist.net/anime/55690/Boku_no_Kokoro_no_Yabai_Yatsu_2nd_Season,https://cdn.myanimelist.net/images/anime/1643/138581.jpg,8.711,59,936,27696,197530,3772,3099,57950,290047,5959,TV,13,Finished Airing,"Jan 7, 2024 to Mar 31, 2024",Winter 2024,Sundays at 01,"Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Sentai Filmworks,Shin-Ei Animation,Manga,"Comedy, Romance",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Code Geass: Hangyaku no Lelouch,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,https://cdn.myanimelist.net/images/anime/1032/135088.jpg,8.711,60,22,121342,1811589,65971,49204,376825,2424931,115213,TV,25,Finished Airing,"Oct 6, 2006 to Jul 29, 2007",Fall 2006,Fridays at 01,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,Original,"Award Winning, Drama, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity)
Mob Psycho 100 III,https://myanimelist.net/anime/50172/Mob_Psycho_100_III,https://cdn.myanimelist.net/images/anime/1228/125011.jpg,8.711,61,260,81606,528099,15715,6001,195928,827349,12238,TV,12,Finished Airing,"Oct 6, 2022 to Dec 22, 2022",Fall 2022,Thursdays at 00,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan","None found, add some",Bones,Web manga,"Action, Comedy, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older
The First Slam Dunk,https://myanimelist.net/anime/45649/The_First_Slam_Dunk,https://cdn.myanimelist.net/images/anime/1745/129284.jpg,8.711,62,2849,4072,40767,658,503,26501,72501,1024,Movie,1,Finished Airing,"Dec 3, 2022",,,Shueisha,GKIDS,"Toei Animation, DandeLion Animation Studio",Manga,"Award Winning, Sports",Shounen,2 hr. 4 min.,PG-13 - Teens 13 or older
Tu Bian Yingxiong X,https://myanimelist.net/anime/53447/Tu_Bian_Yingxiong_X,https://cdn.myanimelist.net/images/anime/1492/150628.jpg,8.711,63,1274,63034,80172,6146,6282,58018,213652,4384,ONA,24,Finished Airing,"Apr 6, 2025 to Sep 14, 2025",,,"Aniplex, bilibili, BeDream","None found, add some","Pb Animation, LAN Studio, Paper Plane Animation Studio, B.COOL STUDIO",Original,,,25 min. per ep.,PG-13 - Teens 13 or older
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen,https://cdn.myanimelist.net/images/anime/1493/124765.jpg,8.701,64,1358,13673,79955,6143,4256,95802,199829,3234,TV,12,Finished Airing,"Jan 7, 2017 to Mar 25, 2017",Winter 2017,Saturdays at 02,"Mainichi Broadcasting System, Kodansha, DAX Production, King Records","None found, add some",Studio Deen,Manga,"Drama, Romance",Josei,24 min. per ep.,PG-13 - Teens 13 or older
Bleach: Sennen Kessen-hen - Ketsubetsu-tan,https://myanimelist.net/anime/53998/Bleach__Sennen_Kessen-hen_-_Ketsubetsu-tan,https://cdn.myanimelist.net/images/anime/1164/138058.jpg,8.701,65,682,36623,280813,3707,1940,66602,389685,4972,TV,13,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",Summer 2023,Saturdays at 23,"TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion",VIZ Media,Studio Pierrot,Manga,"Action, Adventure, Supernatural",Shounen,24 min. per ep.,R - 17+ (violence & profanity)
Chi. Chikyuu no Undou ni Tsuite,https://myanimelist.net/anime/52215/Chi_Chikyuu_no_Undou_ni_Tsuite,https://cdn.myanimelist.net/images/anime/1749/145922.jpg,8.701,66,1066,49044,101235,8858,6788,90216,256141,6112,TV,25,Finished Airing,"Oct 5, 2024 to Mar 15, 2025",Fall 2024,Saturdays at 23,"Shogakukan-Shueisha Productions, Shogakukan, NHK Enterprises, SKY Perfect Pictures","None found, add some",Madhouse,Manga,,Seinen,25 min. per ep.,R - 17+ (violence & profanity)
Kimetsu no Yaiba Movie 1: Mugenjou-hen - Akaza Sairai,https://myanimelist.net/anime/59192/Kimetsu_no_Yaiba_Movie_1__Mugenjou-hen_-_Akaza_Sairai,https://cdn.myanimelist.net/images/anime/1681/148216.jpg,8.701,67,906,22564,147217,2849,285,129681,302596,3057,Movie,1,Finished Airing,"Jul 18, 2025",,,"Aniplex, Shueisha","None found, add some",ufotable,Manga,"Action, Supernatural",Shounen,2 hr. 35 min.,R - 17+ (violence & profanity)
Kimetsu no Yaiba: Yuukaku-hen,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,https://cdn.myanimelist.net/images/anime/1908/120036.jpg,8.701,68,74,107220,1411943,9667,6353,150165,1685348,25156,TV,11,Finished Airing,"Dec 5, 2021 to Feb 13, 2022",Winter 2022,Sundays at 23,"Aniplex, Studio Mausu, Shueisha","Aniplex of America, Crunchyroll",ufotable,Manga,"Action, Supernatural",Shounen,26 min. per ep.,R - 17+ (violence & profanity)
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,https://cdn.myanimelist.net/images/anime/1656/137618.jpg,8.691,69,935,10654,185405,3931,2566,87597,290153,6433,OVA,4,Finished Airing,"Feb 20, 1999 to Sep 22, 1999",,,Aniplex,"ADV Films, Aniplex of America",Studio Deen,Manga,"Action, Drama, Romance",Shounen,29 min. per ep.,R - 17+ (violence & profanity)
Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,https://cdn.myanimelist.net/images/anime/1795/95088.jpg,8.691,70,46,138650,1257398,63481,58364,436729,1954622,67724,TV,13,Finished Airing,"Jan 11, 2018 to Apr 5, 2018",Winter 2018,Thursdays at 00,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",Funimation,Kyoto Animation,Light novel,,,24 min. per ep.,PG-13 - Teens 13 or older
Great Teacher Onizuka,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,https://cdn.myanimelist.net/images/anime/13/11460.jpg,8.681,71,219,77159,493597,49664,28703,253258,902381,28307,TV,43,Finished Airing,"Jun 30, 1999 to Sep 17, 2000",Summer 1999,Wednesdays at 19,"Aniplex, Fuji TV","Discotek Media, Tokyopop",Studio Pierrot,Manga,,Shounen,25 min. per ep.,R - 17+ (violence & profanity)
Mo Dao Zu Shi: Wanjie Pian,https://myanimelist.net/anime/40434/Mo_Dao_Zu_Shi__Wanjie_Pian,https://cdn.myanimelist.net/images/anime/1634/116782.jpg,8.681,72,2411,8832,44031,1627,1345,38793,94628,1720,ONA,12,Finished Airing,"Aug 7, 2021 to Oct 16, 2021",,,Tencent Video,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery",,24 min. per ep.,R - 17+ (violence & profanity)
Mushishi Zoku Shou,https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou,https://cdn.myanimelist.net/images/anime/13/58533.jpg,8.681,73,850,18437,159939,8221,3878,131971,322446,1638,TV,10,Finished Airing,"Apr 5, 2014 to Jun 21, 2014",Spring 2014,Saturdays at 00,"Aniplex, Kodansha, Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural",Seinen,24 min. per ep.,PG-13 - Teens 13 or older
Uma Musume: Cinderella Gray Part 2,https://myanimelist.net/anime/61930/Uma_Musume__Cinderella_Gray_Part_2,https://cdn.myanimelist.net/images/anime/1120/152280.jpg,8.681,74,3951,12569,11535,439,246,15469,40258,274,TV,10,Finished Airing,"Oct 5, 2025 to Dec 21, 2025",Fall 2025,Sundays at 16,"TBS, Universal Music Japan, Cygames, Bit grooove promotion, Happinet Media Marketing","None found, add some",CygamesPictures,Manga,"Drama, Sports",Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Bleach: Sennen Kessen-hen - Soukoku-tan,https://myanimelist.net/anime/56784/Bleach__Sennen_Kessen-hen_-_Soukoku-tan,https://cdn.myanimelist.net/images/anime/1595/144074.jpg,8.671,75,1009,38463,168658,3263,1568,59021,270973,3550,TV,14,Finished Airing,"Oct 5, 2024 to Dec 28, 2024",Fall 2024,Saturdays at 23,"Studio Pierrot, TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion","None found, add some",Pierrot Films,Manga,"Action, Adventure, Supernatural",Shounen,24 min. per ep.,R - 17+ (violence & profanity)
Hajime no Ippo: New Challenger,https://myanimelist.net/anime/5258/Hajime_no_Ippo__New_Challenger,https://cdn.myanimelist.net/images/anime/8/56617.jpg,8.671,76,863,14417,243233,4435,2442,54626,319153,1923,TV,26,Finished Airing,"Jan 7, 2009 to Jul 1, 2009",Winter 2009,Wednesdays at 01,"VAP, Kodansha, Nippon Television Network","None found, add some",Madhouse,Manga,,Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Howl no Ugoku Shiro,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,https://cdn.myanimelist.net/images/anime/1470/138723.jpg,8.671,77,99,20084,1312270,4001,1596,123543,1461494,31310,Movie,1,Finished Airing,"Nov 20, 2004",,,"d-rights, Tokuma Shoten, Fonishia",Disney Platform Distribution,Studio Ghibli,Novel,"Adventure, Award Winning, Drama, Fantasy, Romance",,1 hr. 59 min.,G - All Ages
Mononoke Hime,https://myanimelist.net/anime/164/Mononoke_Hime,https://cdn.myanimelist.net/images/anime/1355/147277.jpg,8.671,78,106,22500,1141013,5468,2270,185979,1357230,23847,Movie,1,Finished Airing,"Jul 12, 1997",,,"Tokuma Shoten, Nippon Television Network, Omnibus Promotion",GKIDS,Studio Ghibli,Original,"Action, Adventure, Award Winning, Fantasy",,2 hr. 13 min.,PG-13 - Teens 13 or older
Monogatari Series: Off & Monster Season,https://myanimelist.net/anime/57864/Monogatari_Series__Off___Monster_Season,https://cdn.myanimelist.net/images/anime/1142/146776.jpg,8.651,79,2373,16246,39003,2508,1017,38897,97671,865,ONA,14,Finished Airing,"Jul 6, 2024 to Oct 19, 2024",,,"Aniplex, Kodansha, Rakuonsha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",,25 min. per ep.,R - 17+ (violence & profanity)
Mushishi,https://myanimelist.net/anime/457/Mushishi,https://cdn.myanimelist.net/images/anime/2/73862.jpg,8.651,80,222,80830,316856,57983,29002,407214,891885,28080,TV,26,Finished Airing,"Oct 23, 2005 to Jun 19, 2006",Fall 2005,Sundays at 03,"Avex Entertainment, Marvelous Entertainment, SKY Perfect Well Think, Delfi Sound",Funimation,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural",Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Tian Guan Cifu Er,https://myanimelist.net/anime/50399/Tian_Guan_Cifu_Er,https://cdn.myanimelist.net/images/anime/1203/139210.jpg,8.651,81,3118,7317,29598,1072,773,23001,61761,1266,ONA,12,Finished Airing,"Oct 18, 2023 to Jan 17, 2024",,,bilibili,"None found, add some",Red Dog Culture House,Web novel,"Action, Adventure, Drama, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older
Shigatsu wa Kimi no Uso,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,https://cdn.myanimelist.net/images/anime/1405/143284.jpg,8.641,82,24,124658,1738796,62024,59250,394128,2378856,89248,TV,22,Finished Airing,"Oct 10, 2014 to Mar 20, 2015",Fall 2014,Fridays at 01,"Aniplex, Dentsu, Kodansha, Fuji TV, Lawson HMV Entertainment, Kyoraku Industrial Holdings, Kansai TV",Aniplex of America,A-1 Pictures,Manga,"Drama, Romance",Shounen,22 min. per ep.,PG-13 - Teens 13 or older
Shiguang Dailiren II,https://myanimelist.net/anime/49413/Shiguang_Dailiren_II,https://cdn.myanimelist.net/images/anime/1897/137108.jpg,8.641,83,1624,14651,89211,3541,2217,53534,163154,2103,ONA,12,Finished Airing,"Jul 14, 2023 to Sep 22, 2023",,,"bilibili, BeDream","None found, add some",LAN Studio,Original,"Drama, Mystery, Suspense",,24 min. per ep.,R - 17+ (violence & profanity)
Shingeki no Kyojin Season 3,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,https://cdn.myanimelist.net/images/anime/1173/92110.jpg,8.641,84,18,83083,2337561,14265,11073,157956,2603938,22052,TV,12,Finished Airing,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,Mondays at 00,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action, Drama, Suspense",Shounen,23 min. per ep.,R - 17+ (violence & profanity)
Tengen Toppa Gurren Lagann,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,https://cdn.myanimelist.net/images/anime/4/5123.jpg,8.641,85,65,108950,1116718,76480,60841,372368,1735357,83578,TV,27,Finished Airing,"Apr 1, 2007 to Sep 30, 2007",Spring 2007,Sundays at 08,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai","ADV Films, Bandai Entertainment, Aniplex of America",Gainax,Original,"Adventure, Award Winning, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older
Uma Musume: Pretty Derby - Shin Jidai no Tobira,https://myanimelist.net/anime/57647/Uma_Musume__Pretty_Derby_-_Shin_Jidai_no_Tobira,https://cdn.myanimelist.net/images/anime/1427/142210.jpg,8.641,86,3850,2045,29175,319,202,10668,42409,693,Movie,1,Finished Airing,"May 24, 2024",,,Cygames,"None found, add some",CygamesPictures,Game,,,1 hr. 47 min.,PG-13 - Teens 13 or older
Fate/stay night Movie: Heaven's Feel - III. Spring Song,https://myanimelist.net/anime/33050/Fate_stay_night_Movie__Heavens_Feel_-_III_Spring_Song,https://cdn.myanimelist.net/images/anime/1142/112957.jpg,8.641,87,668,11560,268854,2559,1313,111368,395654,8416,Movie,1,Finished Airing,"Aug 15, 2020",,,"Aniplex, Notes, Kadokawa",Aniplex of America,ufotable,Visual novel,"Action, Fantasy",,2 hr. 2 min.,R - 17+ (violence & profanity)
Guimi Zhi Zhu: Xiaochou Pian,https://myanimelist.net/anime/49818/Guimi_Zhi_Zhu__Xiaochou_Pian,https://cdn.myanimelist.net/images/anime/1952/149229.jpg,8.631,88,1564,46433,53751,5244,5997,60607,172032,3459,ONA,13,Finished Airing,"Jun 28, 2025 to Aug 16, 2025",,,"Tencent Video, China Literature Limited","None found, add some",B.CMAY PICTURES,Web novel,"Action, Fantasy, Mystery, Suspense",,35 min. per ep.,R - 17+ (violence & profanity)
Look Back,https://myanimelist.net/anime/58125/Look_Back,https://cdn.myanimelist.net/images/anime/1716/142633.jpg,8.631,89,1280,7478,139761,1209,281,64136,212865,4313,Movie,1,Finished Airing,"Jun 28, 2024",,,"Tohokushinsha Film Corporation, Avex Pictures, Shueisha, Amazon MGM Studios",GKIDS,Studio DURIAN,Manga,,Shounen,57 min.,PG-13 - Teens 13 or older
Made in Abyss,https://myanimelist.net/anime/34599/Made_in_Abyss,https://cdn.myanimelist.net/images/anime/6/86733.jpg,8.631,90,91,91406,992922,35152,24215,376875,1520570,47258,TV,13,Finished Airing,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,Fridays at 21,"AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Kadokawa, Global Solutions, IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,25 min. per ep.,R - 17+ (violence & profanity)
Natsume Yuujinchou Shi,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,https://cdn.myanimelist.net/images/anime/3/37449.jpg,8.631,91,1046,11701,154973,4590,2719,89318,263301,2101,TV,13,Finished Airing,"Jan 3, 2012 to Mar 27, 2012",Winter 2012,Tuesdays at 01,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, Sony Music Entertainment",NIS America,Brain's Base,Manga,"Slice of Life, Supernatural",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older
Odd Taxi,https://myanimelist.net/anime/46102/Odd_Taxi,https://cdn.myanimelist.net/images/anime/1981/113348.jpg,8.631,92,510,38230,274583,13823,9694,159678,496008,9020,TV,13,Finished Airing,"Apr 6, 2021 to Jun 29, 2021",Spring 2021,Tuesdays at 02,"TV Tokyo, Dentsu, Pony Canyon, AT-X, Crunchyroll, Pony Canyon Enterprises, Mimoid, Yoshimoto Kogyo","None found, add some","OLM, P.I.C.S.",Original,"Award Winning, Drama, Mystery, Suspense",,23 min. per ep.,PG-13 - Teens 13 or older
Ping Pong the Animation,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,https://cdn.myanimelist.net/images/anime/1586/146565.jpg,8.631,93,603,20130,229715,10734,8535,161576,430690,17175,TV,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",Spring 2014,Fridays at 00,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,Manga,"Award Winning, Drama, Sports",Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen,https://cdn.myanimelist.net/images/anime/1764/106659.jpg,8.621,94,98,89561,1157139,19772,12337,188791,1467600,18995,TV,12,Finished Airing,"Apr 11, 2020 to Jun 27, 2020",Spring 2020,Saturdays at 23,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,"Comedy, Romance",Seinen,24 min. per ep.,PG-13 - Teens 13 or older
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,https://cdn.myanimelist.net/images/anime/1028/117777.jpg,8.621,95,161,74394,879908,9150,8347,113561,1085360,19127,TV,12,Finished Airing,"Oct 4, 2021 to Dec 20, 2021",Fall 2021,Mondays at 00,"Frontier Works, TOHO, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment",Funimation,Studio Bind,Light novel,"Adventure, Drama, Fantasy, Ecchi",,23 min. per ep.,R - 17+ (violence & profanity)
Cyberpunk: Edgerunners,https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners,https://cdn.myanimelist.net/images/anime/1818/126435.jpg,8.621,96,188,50561,812052,13297,10272,106452,992634,33300,ONA,10,Finished Airing,"Sep 13, 2022",,,CD Projekt Red,Aniplex of America,Trigger,Game,"Action, Sci-Fi",,25 min. per ep.,R+ - Mild Nudity
Death Note,https://myanimelist.net/anime/1535/Death_Note,https://cdn.myanimelist.net/images/anime/1079/138100.jpg,8.621,97,2,210021,3510060,115259,127259,250153,4212752,183388,TV,37,Finished Airing,"Oct 4, 2006 to Jun 27, 2007",Fall 2006,Wednesdays at 00,"VAP, Nippon Television Network, Shueisha, D.N. Dream Partners",VIZ Media,Madhouse,Manga,"Supernatural, Suspense",Shounen,23 min. per ep.,R - 17+ (violence & profanity)
Haikyuu!! Second Season,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,https://cdn.myanimelist.net/images/anime/9/76662.jpg,8.621,98,85,64387,1343548,17711,10275,105796,1541717,16051,TV,25,Finished Airing,"Oct 4, 2015 to Mar 27, 2016",Fall 2015,Sundays at 02,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,,Shounen,24 min. per ep.,PG-13 - Teens 13 or older
Bungou Stray Dogs 5th Season,https://myanimelist.net/anime/54898/Bungou_Stray_Dogs_5th_Season,https://cdn.myanimelist.net/images/anime/1161/136691.jpg,8.611,99,1106,17137,151759,3459,1773,72663,246791,2872,TV,11,Finished Airing,"Jul 12, 2023 to Sep 20, 2023",Summer 2023,Wednesdays at 23,"WOWOW, Lantis, Movic, Glovision, Crunchyroll, Sunrise Music, Kadokawa, Sony Music Solutions, Bandai Namco Music Live","None found, add some",Bones,Manga,"Action, Mystery",Seinen,23 min. per ep.,R - 17+ (violence & profanity)
Haikyuu!! Movie: Gomisuteba no Kessen,https://myanimelist.net/anime/52742/Haikyuu_Movie__Gomisuteba_no_Kessen,https://cdn.myanimelist.net/images/anime/1665/140360.jpg,8.611,100,1292,6549,124901,1218,381,77798,210847,1662,Movie,1,Finished Airing,"Feb 16, 2024",,,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Crunchyroll,Production I.G,Manga,,Shounen,1 hr. 24 min.,PG-13 - Teens 13 or older
Hajime no Ippo: Rising,https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,https://cdn.myanimelist.net/images/anime/6/56147.jpg,8.611,101,928,15173,211829,4537,2387,58111,292037,1409,TV,25,Finished Airing,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,Sundays at 01,"VAP, Kodansha, Nippon Television Network","None found, add some","Madhouse, MAPPA",Manga,,Shounen,22 min. per ep.,PG-13 - Teens 13 or older
