rank,title,score,url,thumbnail
4043,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,7.1,https://myanimelist.net/anime/2077/Kindaichi_Shounen_no_Jikenbo_Movie_1__Operazakan_-_Aratanaru_Satsujin,https://cdn.myanimelist.net/r/50x70/images/anime/10/25372.jpg?s=7490b0a9ae847b0812f9a7bc377402bb
4044,Kiniro no Corda: Secondo Passo,7.1,https://myanimelist.net/anime/5717/Kiniro_no_Corda__Secondo_Passo,https://cdn.myanimelist.net/r/50x70/images/anime/8/13179.jpg?s=4e67a74591f93df33174c2e7777f653c
4045,Kodomo no Omocha,7.1,https://myanimelist.net/anime/3421/Kodomo_no_Omocha,https://cdn.myanimelist.net/r/50x70/images/anime/1461/105879.jpg?s=61f7bf76c9d9dcab4c54179c3304b655
4046,Koe no Katachi Specials,7.1,https://myanimelist.net/anime/35566/Koe_no_Katachi_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/1231/98784.jpg?s=e1f60ee6195086affb09400a9ce124b5
4047,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7.1,https://myanimelist.net/anime/911/Konjiki_no_Gash_Bell__Mecha_Vulkan_no_Raishuu,https://cdn.myanimelist.net/r/50x70/images/anime/1459/95423.jpg?s=f989d52d10bc0b2547c39a528a1bd3e7
4048,Lupin III: $1 Money Wars,7.1,https://myanimelist.net/anime/1422/Lupin_III__1_Money_Wars,https://cdn.myanimelist.net/r/50x70/images/anime/1555/134189.jpg?s=6c18b34072da3f4732fc4aed77343eb5
4049,Lupin III: Dead or Alive,7.1,https://myanimelist.net/anime/1416/Lupin_III__Dead_or_Alive,https://cdn.myanimelist.net/r/50x70/images/anime/1408/94363.jpg?s=cc9c690050405531fdb9219b63390339
4050,Medarot,7.1,https://myanimelist.net/anime/1138/Medarot,https://cdn.myanimelist.net/r/50x70/images/anime/1778/133514.jpg?s=735b1d23519ed621c3e5cc5e36786c55
4051,Monster Musume no Iru Nichijou OVA,7.1,https://myanimelist.net/anime/32698/Monster_Musume_no_Iru_Nichijou_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/2/83661.jpg?s=6842049704e3f813aa1107145c916eef
4052,Moonlight Mile 1st Season: Lift Off,7.1,https://myanimelist.net/anime/1941/Moonlight_Mile_1st_Season__Lift_Off,https://cdn.myanimelist.net/r/50x70/images/anime/1543/134894.jpg?s=c74f20720d3834717fa9c4509b2d143f
4053,Mouretsu Pirates: Abyss of Hyperspace,7.1,https://myanimelist.net/anime/14817/Mouretsu_Pirates__Abyss_of_Hyperspace,https://cdn.myanimelist.net/r/50x70/images/anime/3/58361.jpg?s=71305a0d3382eaba7ce166a55dc75318
4054,Musashi no Ken,7.1,https://myanimelist.net/anime/4062/Musashi_no_Ken,https://cdn.myanimelist.net/r/50x70/images/anime/5/22398.jpg?s=1e0e4bf5ca40fae9bd29a103ed3be09d
4055,Myself; Yourself,7.1,https://myanimelist.net/anime/2926/Myself__Yourself,https://cdn.myanimelist.net/r/50x70/images/anime/13/75247.jpg?s=0709138a08dda2a259d4076978f47de3
4056,Nekketsu Saikyou Go-Saurer,7.1,https://myanimelist.net/anime/5395/Nekketsu_Saikyou_Go-Saurer,https://cdn.myanimelist.net/r/50x70/images/anime/1138/100815.jpg?s=83d040f77747e54b00b0d94627c89791
4057,Nintama Rantarou,7.1,https://myanimelist.net/anime/1199/Nintama_Rantarou,https://cdn.myanimelist.net/r/50x70/images/anime/6/74028.jpg?s=a8002672b2eccb5cbf43f356d5de87b5
4058,Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.1,https://myanimelist.net/anime/37126/Nobunaga_no_Shinobi__Anegawa_Ishiyama-hen,https://cdn.myanimelist.net/r/50x70/images/anime/1651/91110.jpg?s=e164a1d1737b056f8f3252cdf1158c63
4059,Obey Me! Season 2,7.1,https://myanimelist.net/anime/52045/Obey_Me_Season_2,https://cdn.myanimelist.net/r/50x70/images/anime/1950/124925.jpg?s=ac7a2a101fa94c0ba6cf9ccca1d315d4
4060,Saikyou Onmyouji no Isekai Tenseiki,7.1,https://myanimelist.net/anime/50932/Saikyou_Onmyouji_no_Isekai_Tenseiki,https://cdn.myanimelist.net/r/50x70/images/anime/1547/125900.jpg?s=cd377c7af65df571879f91fa56a28c62
4061,Shakugan no Shana-tan Movie,7.1,https://myanimelist.net/anime/3221/Shakugan_no_Shana-tan_Movie,https://cdn.myanimelist.net/r/50x70/images/anime/11/17218.jpg?s=4cf8a4fd2255d7dec465f06d37849a16
4062,Shinkyoku Soukai Polyphonica Crimson S,7.1,https://myanimelist.net/anime/5504/Shinkyoku_Soukai_Polyphonica_Crimson_S,https://cdn.myanimelist.net/r/50x70/images/anime/1550/95575.jpg?s=5e6badf5b239b3b4221c8a392d52e9b1
4063,Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,7.1,https://myanimelist.net/anime/39250/Sumikko_Gurashi_Movie_1__Tobidasu_Ehon_to_Himitsu_no_Ko,https://cdn.myanimelist.net/r/50x70/images/anime/1955/108581.jpg?s=b4ace92870d2f6073da7d1187bfaad95
4064,Uchuu Densetsu Ulysses 31,7.1,https://myanimelist.net/anime/2331/Uchuu_Densetsu_Ulysses_31,https://cdn.myanimelist.net/r/50x70/images/anime/1844/131936.jpg?s=20a652b2848f54bace7fff69a7a2d142
4065,Urara Meirochou,7.1,https://myanimelist.net/anime/32924/Urara_Meirochou,https://cdn.myanimelist.net/r/50x70/images/anime/6/84119.jpg?s=ce6673b8453d9e28e635aff9c73ae9e5
4066,Wo de Shixiong Tai Qiang Le,7.1,https://myanimelist.net/anime/61212/Wo_de_Shixiong_Tai_Qiang_Le,https://cdn.myanimelist.net/r/50x70/images/anime/1950/150139.jpg?s=795db75fb73b0f332f99474336659943
4067,Wu Ying Sanqian Dao 2nd Season,7.1,https://myanimelist.net/anime/56439/Wu_Ying_Sanqian_Dao_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1233/138050.jpg?s=c76469d7795f69b13d50a0b1bde5cd92
4068,.hack//Quantum,7.1,https://myanimelist.net/anime/9332/hack__Quantum,https://cdn.myanimelist.net/r/50x70/images/anime/1894/148837.jpg?s=7726c4e1f90c957008504f7d6666bf82
4069,Ace wo Nerae!,7.1,https://myanimelist.net/anime/311/Ace_wo_Nerae,https://cdn.myanimelist.net/r/50x70/images/anime/1414/91264.jpg?s=8f6bdb6d023bbfde1d932b847b14f351
4070,Ai Yori Aoshi,7.1,https://myanimelist.net/anime/53/Ai_Yori_Aoshi,https://cdn.myanimelist.net/r/50x70/images/anime/7/10172.jpg?s=303d9f16d0149e43bd80257de1ce42f4
4071,Alice to Zouroku,7.1,https://myanimelist.net/anime/34350/Alice_to_Zouroku,https://cdn.myanimelist.net/r/50x70/images/anime/2/84598.jpg?s=173b823faa3d5b8bcf8cdee40d64ad36
4072,Amanchu! Advance,7.1,https://myanimelist.net/anime/36800/Amanchu_Advance,https://cdn.myanimelist.net/r/50x70/images/anime/1095/95063.jpg?s=65e14f0fe4763542cebcbb7944c7bb5b
4073,Anime Himitsu no Hanazono,7.1,https://myanimelist.net/anime/2810/Anime_Himitsu_no_Hanazono,https://cdn.myanimelist.net/r/50x70/images/anime/8/69919.jpg?s=e214c936052eadd3d9b59f293c9f3036
4074,B'T X Neo,7.1,https://myanimelist.net/anime/1736/BT_X_Neo,https://cdn.myanimelist.net/r/50x70/images/anime/1040/125857.jpg?s=ed7665fc0590006153e9b8fea285dfd6
4075,Blood Lad: Wagahai wa Neko de wa Nai,7.1,https://myanimelist.net/anime/18441/Blood_Lad__Wagahai_wa_Neko_de_wa_Nai,https://cdn.myanimelist.net/r/50x70/images/anime/2/52611.jpg?s=954a0afd2ef75998e529b5e4260cd594
4076,Chikyuu Bouei Kigyou Dai-Guard,7.1,https://myanimelist.net/anime/1312/Chikyuu_Bouei_Kigyou_Dai-Guard,https://cdn.myanimelist.net/r/50x70/images/anime/1969/94093.jpg?s=428f1d262767259ea7bbf565c12bcfff
4077,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,7.1,https://myanimelist.net/anime/8360/Crayon_Shin-chan_Movie_06__Dengeki_Buta_no_Hizume_Daisakusen,https://cdn.myanimelist.net/r/50x70/images/anime/1422/94856.jpg?s=9b3311d32e1632ddeac2165789f53fce
4078,D.C.if: Da Capo if,7.1,https://myanimelist.net/anime/5216/DCif__Da_Capo_if,https://cdn.myanimelist.net/r/50x70/images/anime/2/25445.jpg?s=14faa3813a5313ec5763a06e09abb191
4079,Deltora Quest,7.1,https://myanimelist.net/anime/1826/Deltora_Quest,https://cdn.myanimelist.net/r/50x70/images/anime/12/88164.jpg?s=757aaf394373299d000a4e912796f197
4080,Digimon Adventure 02 Movies,7.1,https://myanimelist.net/anime/2962/Digimon_Adventure_02_Movies,https://cdn.myanimelist.net/r/50x70/images/anime/1042/143225.jpg?s=27b186d7ba1c7b79bb603c1fde5b9a75
4081,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.1,https://myanimelist.net/anime/10444/Digimon_Xros_Wars__Aku_no_Death_General_to_Nanatsu_no_Oukoku,https://cdn.myanimelist.net/r/50x70/images/anime/11/28688.jpg?s=3c2aae68bcdd7ae3940b6357b4d79bb4
4082,Dirty Pair OVA,7.1,https://myanimelist.net/anime/4200/Dirty_Pair_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/1229/152541.jpg?s=9b11e54465f18f8188df8a010de15c67
4083,Dog Signal,7.1,https://myanimelist.net/anime/54294/Dog_Signal,https://cdn.myanimelist.net/r/50x70/images/anime/1507/139161.jpg?s=fa96dc812819cb711d71884c6aa61777
4084,Dorohedoro: Ma no Omake,7.1,https://myanimelist.net/anime/41053/Dorohedoro__Ma_no_Omake,https://cdn.myanimelist.net/r/50x70/images/anime/1611/105459.jpg?s=596fe59f8ef66718944737822e17c00f
4085,Galaxy Angel 3 Specials,7.1,https://myanimelist.net/anime/654/Galaxy_Angel_3_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/1512/146310.jpg?s=aca64bf77f9701b14c92eb347b30e2f5
4086,Genius Party,7.1,https://myanimelist.net/anime/3508/Genius_Party,https://cdn.myanimelist.net/r/50x70/images/anime/1910/98828.jpg?s=014e5dd4c41fd6cca4bc45f41819f7ba
4087,Gunslinger Girl: Il Teatrino,7.1,https://myanimelist.net/anime/3231/Gunslinger_Girl__Il_Teatrino,https://cdn.myanimelist.net/r/50x70/images/anime/5/16697.jpg?s=31717643c25fa5cb18f0e0d7ae169cde
4088,"Hana wa Saku, Shura no Gotoku",7.1,https://myanimelist.net/anime/59055/Hana_wa_Saku_Shura_no_Gotoku,https://cdn.myanimelist.net/r/50x70/images/anime/1787/146809.jpg?s=2b89d4077f6b10392e7a8e5cf3d4389a
4089,Harukanaru Toki no Naka de: Maihitoyo,7.1,https://myanimelist.net/anime/1906/Harukanaru_Toki_no_Naka_de__Maihitoyo,https://cdn.myanimelist.net/r/50x70/images/anime/3/72170.jpg?s=593da4c7d780d34c03ccd31c613474b1
4090,High Card Season 2,7.1,https://myanimelist.net/anime/54869/High_Card_Season_2,https://cdn.myanimelist.net/r/50x70/images/anime/1368/140801.jpg?s=87126b0729d026260d9561557dfe3395
4091,30-pun de Wakaru! Kore made no Love Live!,7.09,https://myanimelist.net/anime/30829/30-pun_de_Wakaru_Kore_made_no_Love_Live,https://cdn.myanimelist.net/r/50x70/images/anime/6/74193.jpg?s=7dca01d9596848de0ee208afe44a2dc8
4092,Another World,7.09,https://myanimelist.net/anime/40295/Another_World,https://cdn.myanimelist.net/r/50x70/images/anime/1804/113788.jpg?s=f6651b20213e29bc70effbd6960dd687
4093,Ao no Exorcist: Kyoto Fujouou-hen OVA,7.09,https://myanimelist.net/anime/34465/Ao_no_Exorcist__Kyoto_Fujouou-hen_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/1031/96313.jpg?s=1d3f69d1ce854131efe07414dfc207da
4094,Astro Boy: Tetsuwan Atom,7.09,https://myanimelist.net/anime/971/Astro_Boy__Tetsuwan_Atom,https://cdn.myanimelist.net/r/50x70/images/anime/1611/94026.jpg?s=ad6fc28967eea89319908ba96be4ebed
4095,Biohazard: Damnation,7.09,https://myanimelist.net/anime/9544/Biohazard__Damnation,https://cdn.myanimelist.net/r/50x70/images/anime/1923/142010.jpg?s=bf7bd2e93b4daa4017bfc2a9e77e5ea9
4096,Black★Rock Shooter (OVA),7.09,https://myanimelist.net/anime/7059/Black★Rock_Shooter_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/6/22417.jpg?s=023f2da8c66d36b4daf717490814ae77
4097,Cardfight!! Vanguard: Divinez Season 2,7.09,https://myanimelist.net/anime/54143/Cardfight_Vanguard__Divinez_Season_2,https://cdn.myanimelist.net/r/50x70/images/anime/1235/143504.jpg?s=e3a520fb55ecd1da88506d1083b1bbb1
4098,Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden,7.09,https://myanimelist.net/anime/50562/Crayon_Shin-chan_Movie_30__Mononoke_Ninja_Chinpuuden,https://cdn.myanimelist.net/r/50x70/images/anime/1959/121067.jpg?s=13481f0feee117d0332620ca6d275d3f
4099,Densetsu Kyojin Ideon,7.09,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon,https://cdn.myanimelist.net/r/50x70/images/anime/4/77068.jpg?s=0c758effb75813ba5e6e44b75f055265
4100,Doraemon: Kaette Kita Doraemon,7.09,https://myanimelist.net/anime/2634/Doraemon__Kaette_Kita_Doraemon,https://cdn.myanimelist.net/r/50x70/images/anime/7/57855.jpg?s=f32be7ae36224d56d1e2da9575ff405b
4101,Ensemble Stars!! Road to Show!!,7.09,https://myanimelist.net/anime/50414/Ensemble_Stars_Road_to_Show,https://cdn.myanimelist.net/r/50x70/images/anime/1641/120627.jpg?s=2efdf4b56aebe8125e2abdbea0c666cf
4102,Fushigi Mahou Fun Fun Pharmacy,7.09,https://myanimelist.net/anime/8503/Fushigi_Mahou_Fun_Fun_Pharmacy,https://cdn.myanimelist.net/r/50x70/images/anime/3/49799.jpg?s=ec8ebbf502869817e27b41ac60f3f14a
4103,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,7.09,https://myanimelist.net/anime/18713/Haiyore_Nyaruko-san__Yasashii_Teki_no_Shitome-kata,https://cdn.myanimelist.net/r/50x70/images/anime/10/50123.jpg?s=2c76697dbdba794d8cc2f1f44d1e1394
4104,Happiness Charge Precure! Movie: Ningyou no Kuni no Ballerina,7.09,https://myanimelist.net/anime/23083/Happiness_Charge_Precure_Movie__Ningyou_no_Kuni_no_Ballerina,https://cdn.myanimelist.net/r/50x70/images/anime/13/64049.jpg?s=859ef2bd9042fefe6af4db6a92fa3c23
4105,Hayate no Gotoku! OVA,7.09,https://myanimelist.net/anime/23153/Hayate_no_Gotoku_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/2/70353.jpg?s=fac6e2331572b2a5e160487497e5f1f8
4106,Himouto! Umaru-chan,7.09,https://myanimelist.net/anime/28825/Himouto_Umaru-chan,https://cdn.myanimelist.net/r/50x70/images/anime/12/75086.jpg?s=3859e8b6e84fb62187f8f71e86f02484
4107,Hinamatsuri (OVA),7.09,https://myanimelist.net/anime/35102/Hinamatsuri_OVA,https://cdn.myanimelist.net/r/50x70/images/anime/2/84695.jpg?s=e27c25f63be99083768987d2ec3b2ca1
4108,Jun You Yun,7.09,https://myanimelist.net/anime/50433/Jun_You_Yun,https://cdn.myanimelist.net/r/50x70/images/anime/1738/123459.jpg?s=4d1190a0740442f4a6af6267c5adc9e6
4109,Kamisama Kazoku,7.09,https://myanimelist.net/anime/990/Kamisama_Kazoku,https://cdn.myanimelist.net/r/50x70/images/anime/6/2566.jpg?s=60a6b3b69f4903c28318d44d1ef97dca
4110,Kazemakase Tsukikage Ran,7.09,https://myanimelist.net/anime/606/Kazemakase_Tsukikage_Ran,https://cdn.myanimelist.net/r/50x70/images/anime/5/16745.jpg?s=7988cb477bb85b90fb9bc4a17fc04f91
4111,Kimi ga Aruji de Shitsuji ga Ore de,7.09,https://myanimelist.net/anime/3229/Kimi_ga_Aruji_de_Shitsuji_ga_Ore_de,https://cdn.myanimelist.net/r/50x70/images/anime/5/21532.jpg?s=9fed282f97dfc99aac84a53d9a45410b
4112,Kirarin☆Revolution,7.09,https://myanimelist.net/anime/1516/Kirarin☆Revolution,https://cdn.myanimelist.net/r/50x70/images/anime/1089/116598.jpg?s=db2943603262713747a8d0f1a145f6d0
4113,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,7.09,https://myanimelist.net/anime/2901/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo_The_Movie,https://cdn.myanimelist.net/r/50x70/images/anime/8/58875.jpg?s=6d152dc2a1a3d477c56276ed98b61b01
4114,Kunoichi Tsubaki no Mune no Uchi,7.09,https://myanimelist.net/anime/50338/Kunoichi_Tsubaki_no_Mune_no_Uchi,https://cdn.myanimelist.net/r/50x70/images/anime/1724/121343.jpg?s=517666cec851dcc752befe23812d96ed
4115,Love Hina,7.09,https://myanimelist.net/anime/189/Love_Hina,https://cdn.myanimelist.net/r/50x70/images/anime/1153/99366.jpg?s=698d8394829090afae2b78a884026400
4116,Madan no Ou to Vanadis,7.09,https://myanimelist.net/anime/24455/Madan_no_Ou_to_Vanadis,https://cdn.myanimelist.net/r/50x70/images/anime/3/64911.jpg?s=e22195ac23f1e0a8e777dfde55472cf2
4117,Mazinkaiser: Shitou! Ankoku Dai Shougun,7.09,https://myanimelist.net/anime/2734/Mazinkaiser__Shitou_Ankoku_Dai_Shougun,https://cdn.myanimelist.net/r/50x70/images/anime/5/51795.jpg?s=82058dd4b8bd6dc18c092821d929698c
4118,Metal Fight Beyblade 4D,7.09,https://myanimelist.net/anime/10370/Metal_Fight_Beyblade_4D,https://cdn.myanimelist.net/r/50x70/images/anime/1010/116629.jpg?s=6486e2cc4c948c1b3640141d2ef55d35
4119,My Home Hero,7.09,https://myanimelist.net/anime/52092/My_Home_Hero,https://cdn.myanimelist.net/r/50x70/images/anime/1525/132959.jpg?s=088c5599e1634103324bef5fe4cfcc6d
4120,Nu Wushen de Canzhuo,7.09,https://myanimelist.net/anime/40100/Nu_Wushen_de_Canzhuo,https://cdn.myanimelist.net/r/50x70/images/anime/1441/102035.jpg?s=a7d4a54b9cb7f552f7da121410f28cf3
4121,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,7.09,https://myanimelist.net/anime/55842/Okinawa_de_Suki_ni_Natta_Ko_ga_Hougen_Sugite_Tsurasugiru,https://cdn.myanimelist.net/r/50x70/images/anime/1744/147363.jpg?s=a018eb4ee7e496f59c924bce4688cbf7
4122,One Piece Movie 01,7.09,https://myanimelist.net/anime/459/One_Piece_Movie_01,https://cdn.myanimelist.net/r/50x70/images/anime/1770/97704.jpg?s=fda1d9fca3cd6c3108916ca7c10e9e34
4123,One Piece Movie 05: Norowareta Seiken,7.09,https://myanimelist.net/anime/463/One_Piece_Movie_05__Norowareta_Seiken,https://cdn.myanimelist.net/r/50x70/images/anime/2/25413.jpg?s=e2521d3592a4adceb8ee3bcb1093fc20
4124,Pokemon Movie 03: Kesshoutou no Teiou Entei,7.09,https://myanimelist.net/anime/1118/Pokemon_Movie_03__Kesshoutou_no_Teiou_Entei,https://cdn.myanimelist.net/r/50x70/images/anime/7/80288.jpg?s=d195248aaa8aaa6fe4ab4ff1590059ba
4125,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,7.09,https://myanimelist.net/anime/32160/Precure_All_Stars_Movie__Minna_de_Utau♪_-_Kiseki_no_Mahou,https://cdn.myanimelist.net/r/50x70/images/anime/1442/114605.jpg?s=42df5bb12a0ee36ca4fdd2474519c713
4126,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,7.09,https://myanimelist.net/anime/10825/Ranma_½__Battle_ga_Ippai_29-nin_no_Korinai_Yatsura,https://cdn.myanimelist.net/r/50x70/images/anime/1040/152995.jpg?s=77aad3cc70fed3a6ea0ed119c9006d88
4127,Ryuusei no Rockman,7.09,https://myanimelist.net/anime/1835/Ryuusei_no_Rockman,https://cdn.myanimelist.net/r/50x70/images/anime/3/26600.jpg?s=24b56b556a9a129df6cd0a054f6e4809
4128,Sansha Sanyou,7.09,https://myanimelist.net/anime/31564/Sansha_Sanyou,https://cdn.myanimelist.net/r/50x70/images/anime/13/79415.jpg?s=dd3020793bf8dbe2d3094cb153464e54
4129,Shin Getter Robo tai Neo Getter Robo,7.09,https://myanimelist.net/anime/938/Shin_Getter_Robo_tai_Neo_Getter_Robo,https://cdn.myanimelist.net/r/50x70/images/anime/9/89851.jpg?s=8ce0ddb084ee3da2fca8be37b546824f
4130,Tate no Yuusha no Nariagari Season 3,7.09,https://myanimelist.net/anime/40357/Tate_no_Yuusha_no_Nariagari_Season_3,https://cdn.myanimelist.net/r/50x70/images/anime/1317/139802.jpg?s=8e0b3257c526e9c70d776c25f6780235
4131,Tenchi Muyou! Manatsu no Eve,7.09,https://myanimelist.net/anime/1101/Tenchi_Muyou_Manatsu_no_Eve,https://cdn.myanimelist.net/r/50x70/images/anime/1289/151613.jpg?s=305733349f1d01e8d1d5eb8e607eff8e
4132,Tennis no Oujisama: Another Story II - Ano Toki no Bokura Specials,7.09,https://myanimelist.net/anime/13073/Tennis_no_Oujisama__Another_Story_II_-_Ano_Toki_no_Bokura_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/12/36739.jpg?s=ba1ac4f27450e42d8ed85985916dd083
4133,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.09,https://myanimelist.net/anime/16866/Tonari_no_Kaibutsu-kun__Tonari_no_Gokudou-kun,https://cdn.myanimelist.net/r/50x70/images/anime/8/53925.jpg?s=2a037c1996ec35e646690a8cb99ce851
4134,Tonari no Kyuuketsuki-san,7.09,https://myanimelist.net/anime/37579/Tonari_no_Kyuuketsuki-san,https://cdn.myanimelist.net/r/50x70/images/anime/1851/96154.jpg?s=fa004ac26ff6dd0e05e430b27a901d18
4135,Tonari no Yamada-kun,7.09,https://myanimelist.net/anime/415/Tonari_no_Yamada-kun,https://cdn.myanimelist.net/r/50x70/images/anime/6/64545.jpg?s=0c2e93c4ae0e513ca5b07f8d04544113
4136,Virtua Fighter,7.09,https://myanimelist.net/anime/961/Virtua_Fighter,https://cdn.myanimelist.net/r/50x70/images/anime/1234/110241.jpg?s=80b0b73f32f9d26407cdcd8b663102b4
4137,Ranma ½: Nettou Uta Gassen,7.08,https://myanimelist.net/anime/6713/Ranma_½__Nettou_Uta_Gassen,https://cdn.myanimelist.net/r/50x70/images/anime/2/15423.jpg?s=83a5c98b1193adcbde70dc10a05ac442
4138,RD Sennou Chousashitsu,7.08,https://myanimelist.net/anime/3363/RD_Sennou_Chousashitsu,https://cdn.myanimelist.net/r/50x70/images/anime/6/18929.jpg?s=a9b9b432bd7cf8edf58be64b73da9a74
4139,Rec: Yurusarezarumono,7.08,https://myanimelist.net/anime/1847/Rec__Yurusarezarumono,https://cdn.myanimelist.net/r/50x70/images/anime/1025/128543.jpg?s=2d8500d09a92f963ca2b7837171b5f1f
4140,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.08,https://myanimelist.net/anime/29317/Saenai_Heroine_no_Sodatekata__Ai_to_Seishun_no_Service-kai,https://cdn.myanimelist.net/r/50x70/images/anime/6/70493.jpg?s=cc739a87e649fc8a5762fa08b90e47e7
4141,Saint Seiya: Soul of Gold,7.08,https://myanimelist.net/anime/28215/Saint_Seiya__Soul_of_Gold,https://cdn.myanimelist.net/r/50x70/images/anime/1052/122018.jpg?s=f56fe51de329e2c429412535b1013aa5
4142,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,7.08,https://myanimelist.net/anime/3067/Saraba_Uchuu_Senkan_Yamato__Ai_no_Senshi-tachi,https://cdn.myanimelist.net/r/50x70/images/anime/1335/132347.jpg?s=7f7f117fe1188e339ad5429e4a571760
4143,Sentai Daishikkaku 2nd Season,7.08,https://myanimelist.net/anime/59189/Sentai_Daishikkaku_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1405/147694.jpg?s=6901d335708c53bd609ebbed60b5ee00
4144,Shaonian Ge Xing,7.08,https://myanimelist.net/anime/38918/Shaonian_Ge_Xing,https://cdn.myanimelist.net/r/50x70/images/anime/1712/153839.jpg?s=9e85e34adfdcc424817f3eabff5e9109
4145,"Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!",7.08,https://myanimelist.net/anime/60303/Shinjiteita_Nakama-tachi_ni_Dungeon_Okuchi_de_Korosarekaketa_ga_Gift_Mugen_Gacha_de_Level_9999_no_Nakama-tachi_wo_Te_ni_Irete_Moto_Party_Member_to_Sekai_ni_Fukushuu___Zamaa_Shimasu,https://cdn.myanimelist.net/r/50x70/images/anime/1163/151246.jpg?s=195548f4601036cdc3adb3357b6bffaa
4146,Sousei no Aquarion,7.08,https://myanimelist.net/anime/478/Sousei_no_Aquarion,https://cdn.myanimelist.net/r/50x70/images/anime/11/76291.jpg?s=0362fbeedfef2a586b809698b22776d3
4147,Space Adventure Cobra,7.08,https://myanimelist.net/anime/2452/Space_Adventure_Cobra,https://cdn.myanimelist.net/r/50x70/images/anime/13/42525.jpg?s=1d25c086df9bb428e12e7fdf4a1df517
